name,orcid,link,title,date,journal,id
Piotr Paweł Tomaszewski,https://orcid.org/0000-0002-4083-067X,https://doi.org/10.14746/kse.2018.14.13,Implanty ślimakowe – etyka a wybór,2018-01-01,Kultura-Społeczeństwo-Edukacja,Piotr_Paweł_Tomaszewski_10
Agata Trzcińska,https://orcid.org/0000-0001-6640-5295,https://doi.org/10.1080/00049530.2021.1944315,Financial status and materialism – The mediating role of self-esteem,2021,AUSTRALIAN JOURNAL OF PSYCHOLOGY,Agata_Trzcińska_1
Agata Trzcińska,https://orcid.org/0000-0001-6640-5295,https://doi.org/10.1007/s12144-020-00736-x,Money priming and children’s self-evaluations,2020,Current Psychology,Agata_Trzcińska_2
Agata Trzcińska,https://orcid.org/0000-0001-6640-5295,https://doi.org/10.1007/s12144-018-9944-1,The role of self-control and regulatory foci in money-saving behaviours among children,2018,Current Psychology,Agata_Trzcińska_4
Agata Trzcińska,https://orcid.org/0000-0001-6640-5295,https://doi.org/10.5604/01.3001.0011.7857,Perspektywa czasowa rodziców a stosowanie przez nich praktyki edukacji ekonomicznej dzieci,2017,PSYCHOLOGIA WYCHOWAWCZA,Agata_Trzcińska_5
Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.3390/sym12071183,Lateralization of Auditory Processing of Silbo Gomero,2020-07-17,Symmetry,Pamela_Villar_Gonzalez_1
Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.1038/s42003-019-0693-y,Preserved wake-dependent cortical excitability dynamics predict cognitive fitness beyond age-related brain alterations.,2019-12,Communications biology,Pamela_Villar_Gonzalez_2
Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.18632/aging.102243,Cognitive efficiency in late midlife is linked to lifestyle characteristics and allostatic load.,2019-09,Aging,Pamela_Villar_Gonzalez_3
Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.1093/sleep/zsz017,Sleep-wake regulation and the hallmarks of the pathogenesis of Alzheimer's disease. ,2019-04,Sleep,Pamela_Villar_Gonzalez_4
Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.3389/conf.fnins.2018.95.00056,Relationship between cerebral amyloid burden and cerebral microstructure measured by quantitative MRI in healthy aging,2018,Frontiers in Neuroscience,Pamela_Villar_Gonzalez_5
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.5817/cp2021-4-6,Virtual contact hypothesis: Preliminary evidence for intergroup contact hypothesis in interactions with characters in video games,2021-11,Cyberpsychology: Journal of Psychosocial Research on Cyberspace,Mikołaj_Henryk_Winiewski_1
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1002/ejsp.2756,The Role of Comparative Victim Beliefs in Predicting Support for Hostile versus Prosocial Intergroup Outcomes,2021-02,European Journal of Social Psychology,Mikołaj_Henryk_Winiewski_2
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.4119/ijcv-3775,"Beat, Ignore, Force to Conform: Development and Initial Validation of a Multidimensional Scale of Acceptance of Collective Violence",2020-09-08,International Journal of Conflict and Violence (IJCV),Mikołaj_Henryk_Winiewski_3
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1177/0143034319867745,Differentiated content of verbal aggression: Effect of gender on insults in secondary schools in Poland,2019-08,School Psychology International,Mikołaj_Henryk_Winiewski_4
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.32872/spb.v14i2.33471,Stereotype Content as a Collective Memory of Place and Its Past Intergroup Relations,2019-08,Social Psychological Bulletin,Mikołaj_Henryk_Winiewski_5
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1080/00224545.2019.1586637,In search of an imaginary enemy: Catholic collective narcissism and the endorsement of gender conspiracy beliefs,2019-03,The Journal of Social Psychology,Mikołaj_Henryk_Winiewski_6
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.3389/fpsyg.2018.00799,Cyberbullying Among Adolescent Bystanders: Role of Affective Versus Cognitive Empathy in Increasing Prosocial Cyberbystander Behavior,2018-05,Frontiers in Psychology,Mikołaj_Henryk_Winiewski_8
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.5964/spb.v13i1.25497,Irrational Critique of Israel and Palestine: New Clothes for Traditional Prejudice?,2018-04-11,Social Psychological Bulletin,Mikołaj_Henryk_Winiewski_9
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1017/s0140525x16000686,From disgust to contempt-speech: The nature of contempt on the map of prejudicial emotions,2017,The Behavioral and brain sciences,Mikołaj_Henryk_Winiewski_10
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1080/00918369.2016.1179029,On Old-Fashioned Versus Modern Homonegativity Distinction: Evidence From Poland,2017,Journal of Homosexuality,Mikołaj_Henryk_Winiewski_11
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1111/pops.12313,When Authoritarians Confront Prejudice. Differential Effects of SDO and RWA on Support for Hate-Speech Prohibition,2017,Political Psychology,Mikołaj_Henryk_Winiewski_12
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1002/ab.21737,Exposure to hate speech increases prejudice through desensitization,2017-11-02,Aggressive Behavior,Mikołaj_Henryk_Winiewski_13
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.1177/1368430216684646,Invisible to the state. Institutional sexual stigma and collective action of LGB individuals in five East European countries,2017-05-08,Group Processes & Intergroup Relations,Mikołaj_Henryk_Winiewski_14
Mikołaj Henryk Winiewski,https://orcid.org/0000-0002-8000-3038,https://doi.org/10.3389/fpsyg.2017.00296,Strength of Excitation Is Negatively Associated with Aggressive Behavior after Interpersonal Rejection,2017-02,Frontiers in Psychology,Mikołaj_Henryk_Winiewski_15
Jerzy Wojciech Wojciechowski,https://orcid.org/0000-0001-5188-2590,https://doi.org/10.1016/j.paid.2020.110594,Do time perspectives predict school performance beyond intelligence and personality?,2021,Personality and Individual Differences,Jerzy_Wojciech_Wojciechowski_1
Jerzy Wojciech Wojciechowski,https://orcid.org/0000-0001-5188-2590,https://doi.org/10.1016/j.paid.2020.110080,"Seeking the origins of time perspectives – Intelligence, temperament, or family environment? A one-year longitudinal study",2021,Personality and Individual Differences,Jerzy_Wojciech_Wojciechowski_2
Agnieszka Wojnarowska,https://orcid.org/0000-0003-1129-6700,https://doi.org/10.3389/fpsyg.2020.00242,Acceptance as an Emotion Regulation Strategy in Experimental Psychological Research: What We Know and How We Can Improve That Knowledge,2020,FRONTIERS IN PSYCHOLOGY,Agnieszka_Wojnarowska_1
Agnieszka Wojnarowska,https://orcid.org/0000-0003-1129-6700,https://doi.org/10.21909/sp.2018.04.763,On the Unexpected Consequences of Perspective Taking: Influence of Spatial Perspective Rotation on Infra-humanization,2018,STUDIA PSYCHOLOGICA,Agnieszka_Wojnarowska_2
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1037/rel0000299,Religiousness Is Associated With Higher Empathic Concern-Evidence From Self- and Other-Ratings,2021,Psychology of Religion and Spirituality,Marcin_Zygmunt_Zajenkowski_1
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2019.109772,Deviation from the balanced time perspective: A systematic review of empirical relationships with psychological variables,2020,PERSONALITY AND INDIVIDUAL DIFFERENCES,Marcin_Zygmunt_Zajenkowski_2
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1080/15298868.2020.1751694,Emotional experiences in vulnerable and grandiose narcissism: Anger and mood in neutral and anger evoking situations,2020,Self and Identity,Marcin_Zygmunt_Zajenkowski_3
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1080/10508619.2019.1672486,Empathy and Exposure to Credible Religious Acts during Childhood Independently Predict Religiosity,2020,International Journal for the Psychology of Religion,Marcin_Zygmunt_Zajenkowski_4
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2019.109595,How do narcissists perceive personality items? Measurement invariance of a Big Five scale across low and high narcissism groups,2020,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_5
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2020.110061,Integration of balanced time perspective and time perception: The role of executive control and neuroticism,2020,PERSONALITY AND INDIVIDUAL DIFFERENCES,Marcin_Zygmunt_Zajenkowski_6
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2020.109976,"It's the heart that matters: The relationships among cognitive mentalizing ability, emotional empathy, and religiosity",2020,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_7
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2020.110158,Look how smart I am!: Only narcissistic admiration is associated with inflated reports of intelligence,2020,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_8
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.intell.2020.101449,The Dunning-Kruger effect is (mostly) a statistical artefact: Valid approaches to testing the hypothesis with individual differences data,2020,Intelligence,Marcin_Zygmunt_Zajenkowski_9
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s12144-020-00861-7,The mediational role of emotion regulation in the relationship between personality and subjective well-being,2020,Current Psychology,Marcin_Zygmunt_Zajenkowski_10
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1177/0963721420917152,Why Do Narcissists Care So Much About Intelligence?,2020,Current Directions in Psychological Science,Marcin_Zygmunt_Zajenkowski_11
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s12144-019-00302-0,"Cognitive consequences of timeframe bias. On the link between working memory, cognitive switching, and time perspective",2019,Current Psychology,Marcin_Zygmunt_Zajenkowski_12
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.intell.2018.11.005,"Corrigendum to “Why do angry people overestimate their intelligence? Neuroticism as a suppressor of the association between Trait-Anger and subjectively assessed intelligence Intelligence” (Intelligence (2018) 70 (12–21), (S0160289618300102) (10.1016/j.intell.2018.07.003))",2019,Intelligence,Marcin_Zygmunt_Zajenkowski_13
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1177/0961463x18763693,How is perception of time associated with cognitive functioning? The relationship between time perspective and executive control,2019,Time and Society,Marcin_Zygmunt_Zajenkowski_14
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2018.08.001,Intellect and openness differentially predict affect: Perceived and objective cognitive ability contexts,2019,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_15
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s12144-019-0147-1,Narcissism between facets and domains. The relationships between two types of narcissism and aspects of the Big Five,2019,Current Psychology,Marcin_Zygmunt_Zajenkowski_16
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.intell.2019.01.004,People tend to overestimate their romantic partner's intelligence even more than their own,2019,Intelligence,Marcin_Zygmunt_Zajenkowski_17
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s12144-018-0098-y,"Correction to: Is narcissistic anger fueled by neuroticism? The relationship between grandiose and vulnerable narcissism, neuroticism, and trait anger (Current Psychology, (2018), 10.1007/s12144-018-9866-y)",2018,Current Psychology,Marcin_Zygmunt_Zajenkowski_18
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.3389/fpsyg.2018.02392,"Corrigendum: Vulnerable and Grandiose Narcissism are differentially associated with ability and trait emotional intelligence [Front. Psychol., 9, 1606, (2018)] doi: 10.3389/fpsyg.2018.01606",2018,Frontiers in Psychology,Marcin_Zygmunt_Zajenkowski_19
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s12144-018-9866-y,"Is narcissistic anger fueled by neuroticism? the relationship between grandiose and vulnerable narcissism, neuroticism, and trait anger",2018,Current Psychology,Marcin_Zygmunt_Zajenkowski_20
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2018.06.001,Time to believe: Disentangling the complex associations between time perspective and religiosity,2018,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_21
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.3389/fpsyg.2018.01606,Vulnerable and grandiose narcissism are differentially associated with ability and trait emotional intelligence,2018,Frontiers in Psychology,Marcin_Zygmunt_Zajenkowski_22
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1177/0033294118809936,Who Believes in Nonlimited Willpower? In Search of Correlates of Implicit Theories of Self-Control,2018,Psychological Reports,Marcin_Zygmunt_Zajenkowski_23
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.intell.2018.07.003,Why do angry people overestimate their intelligence? Neuroticism as a suppressor of the association between Trait-Anger and subjectively assessed intelligence,2018,Intelligence,Marcin_Zygmunt_Zajenkowski_24
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1007/s10943-016-0335-3,Divine Emotions: On the Link Between Emotional Intelligence and Religious Belief,2017,Journal of Religion and Health,Marcin_Zygmunt_Zajenkowski_25
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1371/journal.pone.0184919,Hostile and energetic: Anger is predicted by low agreeableness and high energetic arousal,2017,PloS one,Marcin_Zygmunt_Zajenkowski_26
Marcin Zygmunt Zajenkowski,https://orcid.org/0000-0001-8669-4231,https://doi.org/10.1016/j.paid.2016.02.012,"No empathy for people nor for God: The relationship between the Dark Triad, religiosity and empathy",2017,Personality and Individual Differences,Marcin_Zygmunt_Zajenkowski_28
